sample	contig	length_bp	gc_pct	score	max_possible	confidence	circular_flag	assembler_not_circular	header_copy_number	hairpin_identity	hairpin_found	cov_left_ratio	cov_right_ratio	tip_left_ratio	tip_right_ratio	cov_drop_left	cov_drop_right	tip_drop_left	tip_drop_right	body_mean_depth	asymmetric_pelf	bam_asymmetric	has_tp_gene	copy_number_est	gfa_topology	gfa_linear	skani_hit	skani_linear_db_hit	skani_top_hit	skani_identity	skani_coverage	blast_hit	blast_top_hit	partition_genes	repb_rep2	enterococcal_markers	is_elements	tas_systems	tp_genes	score_breakdown
KresLRE105	contig00005	18299	37.8	40	304	MEDIUM		False		0.302	False	2.267	0.0	0.0	0.0	False	True	True	True	1	False	False	False	na	unknown	False	False	False		0		False								{'circular_flag_absent': 20, 'size_range': 10, 'coverage_drop_ends': 10}
KresLRE105	contig00007	49731	41.6	40	304	MEDIUM		False		0.222	False	1.111	0.009	0.294	0.0	False	True	False	True	258.0	False	False	False	na	unknown	False	False	False		0		False								{'circular_flag_absent': 20, 'size_range': 10, 'coverage_drop_ends': 10}
KresLRE105	contig00009	90748	35.93	30	304	LOW		False		0.352	False	1.013	0.991	0.319	0.277	False	False	False	False	532.8	False	False	False	na	unknown	False	False	False		0		False								{'circular_flag_absent': 20, 'size_range': 10}
KresVRE0042	plasmid00004	53734	33.51	88	304	HIGH		False	1.24	0.282	False	0.014	1.127	0.0	0.431	True	False	True	False	255.1	True	True	False	1.35	unknown	False	True	True	LC495616.1 Enterococcus faecium AA708 plasmid pELF1 DNA, complete genome	97.4	75.05	False								{'circular_flag_absent': 20, 'header_copy_number': 8, 'asymmetric_ends': 15, 'size_range': 10, 'skani_hit_linear_db': 20, 'coverage_drop_ends': 10, 'copy_number_low': 5}
KresVRE0042	plasmid00003	61239	34.8	63	304	MEDIUM		False	1.35	0.272	False	0.705	1.331	0.193	0.528	False	False	False	False	273.0	False	False	False	1.48	unknown	False	True	True	plasmid00002 length=120895 plasmid_copy_number_short=1.56x plasmid_copy_number_long=1.5x	98.61	84.96	False								{'circular_flag_absent': 20, 'header_copy_number': 8, 'size_range': 10, 'skani_hit_linear_db': 20, 'copy_number_low': 5}
KresVRE0042	plasmid00001	170236	35.85	53	304	MEDIUM		False	1.23	0.23	False	1.148	0.366	0.063	0.094	False	True	True	True	211.3	False	False	False	1.13	unknown	False	False	False		0		False								{'circular_flag_absent': 20, 'header_copy_number': 8, 'size_range': 10, 'coverage_drop_ends': 10, 'copy_number_low': 5}
KresVRE0042	plasmid00002	104953	35.43	53	304	MEDIUM		False	1.13	0.294	False	0.808	1.383	0.0	0.031	False	False	True	True	185.4	False	False	False	1.01	unknown	False	False	False		0		False								{'circular_flag_absent': 20, 'header_copy_number': 8, 'size_range': 10, 'coverage_drop_ends': 10, 'copy_number_low': 5}
KresVRE0042	plasmid00005	41969	35.28	53	304	MEDIUM	True	False	1.67	0.29	False	1.596	1.295	0.861	0.0	False	False	False	True	182.9	False	False	False	1.11	unknown	False	True	True	LC495616.1 Enterococcus faecium AA708 plasmid pELF1 DNA, complete genome	95.96	51.76	False								{'header_copy_number': 8, 'size_range': 10, 'skani_hit_linear_db': 20, 'coverage_drop_ends': 10, 'copy_number_low': 5}
KresVRE0042	plasmid00015	5309	36.88	45	304	MEDIUM		False	0.28	0.232	False	4.747	4.592	2.401	1.008	False	False	False	False	19.8	False	False	False	0.51	unknown	False	True	True	LC495616.1 Enterococcus faecium AA708 plasmid pELF1 DNA, complete genome	99.86	97.82	False								{'circular_flag_absent': 20, 'skani_hit_linear_db': 20, 'copy_number_low': 5}
KresVRE0042	plasmid00008	11777	32.63	43	304	MEDIUM	True	False	0.52	0.26	False	2.969	4.333	0.822	0.248	False	False	False	False	40.7	False	False	False	0.74	unknown	False	True	True	plasmid00002 length=120895 plasmid_copy_number_short=1.56x plasmid_copy_number_long=1.5x	100.0	15.99	False								{'header_copy_number': 8, 'size_range': 10, 'skani_hit_linear_db': 20, 'copy_number_low': 5}
KresVRE0042	plasmid00012	7564	33.37	43	304	MEDIUM		False	0.83	0.302	False	2.0	2.499	0.05	0.0	False	False	True	True	88.7	False	False	False	1.11	unknown	False	False	False		0		False								{'circular_flag_absent': 20, 'header_copy_number': 8, 'coverage_drop_ends': 10, 'copy_number_low': 5}
KresVRE0042	plasmid00016	5262	43.16	33	304	LOW		False	0.32	0.262	False	5.028	4.78	0.482	0.203	False	False	False	False	21.3	False	False	False	0.57	unknown	False	False	False		0		False								{'circular_flag_absent': 20, 'header_copy_number': 8, 'copy_number_low': 5}
KresVRE0042	plasmid00007	12750	39.73	30	304	LOW		False	0.22	0.25	False	1.123	0.931	0.203	0.333	False	False	False	False	64.3	False	False	False	0.36	unknown	False	False	False		0		False								{'circular_flag_absent': 20, 'size_range': 10}
KresVRE0042	plasmid00009	9752	37.17	30	304	LOW		False	0.27	0.244	False	1.534	1.557	0.234	0.044	False	False	False	True	57.3	False	False	False	0.49	unknown	False	False	False		0		False								{'circular_flag_absent': 20, 'coverage_drop_ends': 10}
KresVRE0042	plasmid00013	6566	37.24	30	304	LOW		False	0.24	0.24	False	1.35	1.39	0.201	0.029	False	False	False	True	56.3	False	False	False	0.42	unknown	False	False	False		0		False								{'circular_flag_absent': 20, 'coverage_drop_ends': 10}
KresVRE0042	plasmid00006	35508	36.81	28	304	LOW	True	False	2.1	0.304	False	0.381	0.445	0.26	0.34	True	True	False	False	7.7	False	False	False	0.04	unknown	False	False	False		0		False								{'header_copy_number': 8, 'size_range': 10, 'coverage_drop_ends': 10}
KresVRE0042	plasmid00010	8115	34.79	20	304	LOW		False	0.23	0.26	False	1.357	1.21	0.624	0.121	False	False	False	False	53.4	False	False	False	0.35	unknown	False	False	False		0		False								{'circular_flag_absent': 20}
KresVRE0042	plasmid00011	8087	33.47	20	304	LOW		False	0.2	0.282	False	2.43	2.632	0.452	0.673	False	False	False	False	18.8	False	False	False	0.27	unknown	False	False	False		0		False								{'circular_flag_absent': 20}
KresVRE0042	chromosome00001	2798004	38.03	15	304	LOW		False		0.246	False	0.0	0.005	0.0	0.0	True	True	True	True	185.0	False	False	False	1.0	unknown	False	False	False		0		False								{'coverage_drop_ends': 10, 'copy_number_low': 5}
